municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
La Acebeda                                  ;2020/04/22 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/22 07:00:00;;0;;584,8;1219  
Robledillo de la Jara                       ;2020/04/22 07:00:00;;0;;1851,85;1245  
La Serna del Monte                          ;2020/04/22 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/22 07:00:00;6;83,37;25;347,37;0437  
Rozas de Puerto Real                        ;2020/04/22 07:00:00;;510,2;;765,31;1283  
Valdemanco                                  ;2020/04/22 07:00:00;;135,14;;135,14;1586  
Brunete                                     ;2020/04/22 07:00:00;15;132,84;66;584,48;0262  
Titulcia                                    ;2020/04/22 07:00:00;;100,6;7;704,23;1473  
Villa del Prado                             ;2020/04/22 07:00:00;50;757,92;100;1515,84;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/22 07:00:00;;0;;261,55;9015  
Quijorna                                    ;2020/04/22 07:00:00;8;407,54;20;1018,85;1198  
Valdemoro                                   ;2020/04/22 07:00:00;68;89,01;621;812,85;1610  
Tres Cantos                                 ;2020/04/22 07:00:00;52;108,22;299;622,27;9036  
Torrelaguna                                 ;2020/04/22 07:00:00;;39,53;15;296,44;1512  
Rivas-Vaciamadrid                           ;2020/04/22 07:00:00;54;62,7;501;581,67;1230  
El Atazar                                   ;2020/04/22 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/22 07:00:00;8;144,56;22;397,54;1087  
Santa María de la Alameda                   ;2020/04/22 07:00:00;;105,71;;105,71;1356  
Horcajuelo de la Sierra                     ;2020/04/22 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/22 07:00:00;30;114,99;143;548,12;0151  
Moralzarzal                                 ;2020/04/22 07:00:00;10;76,79;62;476,12;0908  
Canencia                                    ;2020/04/22 07:00:00;;0;;271;0344  
Villarejo de Salvanés                       ;2020/04/22 07:00:00;;26,24;33;433,01;1809  
Serranillos del Valle                       ;2020/04/22 07:00:00;8;210,58;27;710,71;1408  
Villaviciosa de Odón                        ;2020/04/22 07:00:00;32;115,36;173;623,65;1816  
Camarma de Esteruelas                       ;2020/04/22 07:00:00;;70,25;40;562,03;0323  
Robledo de Chavela                          ;2020/04/22 07:00:00;12;318,3;22;583,55;1258  
Patones                                     ;2020/04/22 07:00:00;;436,68;;1091,7;1071  
Navalagamella                               ;2020/04/22 07:00:00;;44,44;6;266,67;0954  
Rascafría                                   ;2020/04/22 07:00:00;;67,89;;339,44;1202  
El Boalo                                    ;2020/04/22 07:00:00;12;189,72;35;553,36;0231  
Majadahonda                                 ;2020/04/22 07:00:00;103;132,1;457;586,13;0800  
Batres                                      ;2020/04/22 07:00:00;;0;8;1797,75;0170  
Alcobendas                                  ;2020/04/22 07:00:00;158;130,35;637;525,52;0066  
Alcalá de Henares                           ;2020/04/22 07:00:00;184;88,02;2178;1041,88;0053  
Colmenar Viejo                              ;2020/04/22 07:00:00;78;154,75;317;628,93;0455  
San Fernando de Henares                     ;2020/04/22 07:00:00;93;221,29;365;868,49;1300  
Villalbilla                                 ;2020/04/22 07:00:00;9;80,54;87;778,52;1723  
El Escorial                                 ;2020/04/22 07:00:00;36;216,57;78;469,23;0549  
Colmenar del Arroyo                         ;2020/04/22 07:00:00;;129,62;;324,04;0421  
Torrejón de Ardoz                           ;2020/04/22 07:00:00;105;75,93;902;652,26;1489  
Piñuécar-Gandullas                          ;2020/04/22 07:00:00;;0;;0;1147  
Brea de Tajo                                ;2020/04/22 07:00:00;;272,11;;680,27;0259  
El Molar                                    ;2020/04/22 07:00:00;11;114,65;33;343,96;0869  
Belmonte de Tajo                            ;2020/04/22 07:00:00;;72,31;;289,23;0199  
Torres de la Alameda                        ;2020/04/22 07:00:00;14;169,9;70;849,51;1548  
Somosierra                                  ;2020/04/22 07:00:00;;0;;1612,9;1436  
Alpedrete                                   ;2020/04/22 07:00:00;24;166,29;102;706,71;0105  
Orusco de Tajuña                            ;2020/04/22 07:00:00;;90,58;17;1539,86;1028  
La Hiruela                                  ;2020/04/22 07:00:00;;0;;9090,91;0698  
Cervera de Buitrago                         ;2020/04/22 07:00:00;;1851,85;;2777,78;0395  
Getafe                                      ;2020/04/22 07:00:00;228;119,12;1066;556,95;0650  
Ribatejada                                  ;2020/04/22 07:00:00;;0;;227,79;1224  
Villaconejos                                ;2020/04/22 07:00:00;;0;8;180,34;1701  
Valdetorres de Jarama                       ;2020/04/22 07:00:00;;100,58;15;377,17;1646  
Madrid-Retiro                               ;2020/04/21 07:00:00;206;185,3;1233;1109,07;079603
Madrid-Salamanca                            ;2020/04/21 07:00:00;229;145,54;1363;866,27;079604
Madrid-Centro                               ;2020/04/21 07:00:00;234;164,52;978;687,62;079601
Madrid-Arganzuela                           ;2020/04/21 07:00:00;257;144,06;1368;766,81;079602
Madrid-Chamartín                            ;2020/04/21 07:00:00;235;159,99;1318;897,3;079605
Madrid-Tetuán                               ;2020/04/21 07:00:00;351;214,71;1838;1124,31;079606
Madrid-Chamberí                             ;2020/04/21 07:00:00;308;207,43;1279;861,38;079607
Madrid-Fuencarral-El Pardo                  ;2020/04/21 07:00:00;497;221,34;2523;1123,63;079608
Madrid-Moncloa-Aravaca                      ;2020/04/21 07:00:00;278;219,1;1077;848,81;079609
Madrid-Latina                               ;2020/04/21 07:00:00;519;207,96;2332;934,4;079610
Madrid-Carabanchel                          ;2020/04/21 07:00:00;454;184,24;2259;916,73;079611
Madrid-Usera                                ;2020/04/21 07:00:00;219;147,52;1214;817,77;079612
Madrid-Puente de Vallecas                   ;2020/04/21 07:00:00;397;155,24;2660;1040,14;079613
Madrid-San Blas - Canillejas                ;2020/04/21 07:00:00;233;167,78;1270;914,49;079620
Madrid-Barajas                              ;2020/04/21 07:00:00;65;123,38;379;719,42;079621
Madrid-Moratalaz                            ;2020/04/21 07:00:00;205;210,52;1173;1204,61;079614
Madrid-Ciudad Lineal                        ;2020/04/21 07:00:00;401;151,52;1911;722,07;079615
Madrid-Hortaleza                            ;2020/04/21 07:00:00;281;133;1533;725,59;079616
Madrid-Villaverde                           ;2020/04/21 07:00:00;252;158,45;1232;774,63;079617
Madrid-Villa de Vallecas                    ;2020/04/21 07:00:00;113;105,97;1091;1023,17;079618
Madrid-Vicálvaro                            ;2020/04/21 07:00:00;102;141,89;702;976,52;079619
Pozuelo de Alarcón                          ;2020/04/21 07:00:00;144;163,08;604;684,03;1150  
Alcorcón                                    ;2020/04/21 07:00:00;344;196,75;1506;861,35;0072  
Navalcarnero                                ;2020/04/21 07:00:00;26;92,1;136;481,77;0967  
San Agustín del Guadalix                    ;2020/04/21 07:00:00;24;164,8;51;350,2;1296  
Las Rozas de Madrid                         ;2020/04/21 07:00:00;139;145,02;619;645,81;1277  
Moraleja de Enmedio                         ;2020/04/21 07:00:00;;93,35;21;392,08;0894  
Valdaracete                                 ;2020/04/21 07:00:00;;164,74;;823,72;1551  
Pozuelo del Rey                             ;2020/04/21 07:00:00;;202,02;;404,04;1163  
Puebla de la Sierra                         ;2020/04/21 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/21 07:00:00;;0;7;188,02;1104  
Valdemorillo                                ;2020/04/21 07:00:00;19;156,75;40;330,01;1603  
Navalafuente                                ;2020/04/21 07:00:00;;377,83;6;755,67;0941  
Velilla de San Antonio                      ;2020/04/21 07:00:00;18;144,08;62;496,28;1678  
Villanueva de la Cañada                     ;2020/04/21 07:00:00;35;143,54;99;406;1760  
Villanueva del Pardillo                     ;2020/04/21 07:00:00;19;112,5;73;432,23;1776  
Nuevo Baztán                                ;2020/04/21 07:00:00;;30,09;26;391,15;1006  
Villamantilla                               ;2020/04/21 07:00:00;;0;7;829,38;1757  
Villamanta                                  ;2020/04/21 07:00:00;;234,63;11;516,19;1744  
Cabanillas de la Sierra                     ;2020/04/21 07:00:00;;345,42;9;1554,4;0297  
Cenicientos                                 ;2020/04/21 07:00:00;6;305,97;19;968,89;0376  
Puentes Viejas                              ;2020/04/21 07:00:00;;218,82;;437,64;9020  
Aranjuez                                    ;2020/04/21 07:00:00;71;111,93;405;638,49;0133  
Cercedilla                                  ;2020/04/21 07:00:00;29;387,34;91;1215,44;0382  
Santorcaz                                   ;2020/04/21 07:00:00;;0;7;1236,75;1369  
Coslada                                     ;2020/04/21 07:00:00;160;180,99;737;833,68;0493  
Morata de Tajuña                            ;2020/04/21 07:00:00;;64,37;85;1094,37;0915  
Robregordo                                  ;2020/04/21 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/21 07:00:00;;1204,82;;2409,64;0973  
Venturada                                   ;2020/04/21 07:00:00;;70,82;;212,46;1697  
Navacerrada                                 ;2020/04/21 07:00:00;;71,74;13;466,28;0936  
Montejo de la Sierra                        ;2020/04/21 07:00:00;;0;;279,33;0881  
Fresno de Torote                            ;2020/04/21 07:00:00;;83,26;14;1165,7;0571  
Pinilla del Valle                           ;2020/04/21 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/21 07:00:00;;116,96;;467,84;1599  
Navas del Rey                               ;2020/04/21 07:00:00;;67,93;45;1528,53;0992  
Olmeda de las Fuentes                       ;2020/04/21 07:00:00;;0;;1244,81;1013  
Bustarviejo                                 ;2020/04/21 07:00:00;;56,27;;281,37;0284  
Becerril de la Sierra                       ;2020/04/21 07:00:00;11;190,58;28;485,1;0186  
Fuenlabrada                                 ;2020/04/21 07:00:00;226;110,78;1340;656,81;0587  
Garganta de los Montes                      ;2020/04/21 07:00:00;;0;;364,96;0626  
Pinto                                       ;2020/04/21 07:00:00;39;73,37;198;372,52;1132  
Alameda del Valle                           ;2020/04/21 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/21 07:00:00;;1315,79;;1315,79;0203  
Los Santos de la Humosa                     ;2020/04/21 07:00:00;;59,56;19;1131,63;1375  
El Álamo                                    ;2020/04/21 07:00:00;25;253,22;57;577,33;0040  
Pelayos de la Presa                         ;2020/04/21 07:00:00;;75,05;16;600,38;1090  
Galapagar                                   ;2020/04/21 07:00:00;72;217,06;188;566,78;0611  
Griñón                                      ;2020/04/21 07:00:00;19;164,56;76;658,24;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/21 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/04/21 07:00:00;12;397,88;41;1359,42;0088  
Carabaña                                    ;2020/04/21 07:00:00;;0;12;686,5;0357  
Talamanca de Jarama                         ;2020/04/21 07:00:00;8;255,43;24;766,28;1454  
Chapinería                                  ;2020/04/21 07:00:00;;0;6;262,24;0513  
Ciempozuelos                                ;2020/04/21 07:00:00;21;81,82;163;635,08;0409  
Ajalvir                                     ;2020/04/21 07:00:00;;105,35;12;252,84;0029  
San Lorenzo de El Escorial                  ;2020/04/21 07:00:00;44;248,38;101;570,14;1317  
Gascones                                    ;2020/04/21 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/21 07:00:00;15;73,66;73;358,46;1322  
Móstoles                                    ;2020/04/21 07:00:00;465;212,77;1724;788,85;0920  
Leganés                                     ;2020/04/21 07:00:00;501;254,43;2667;1354,44;0745  
Braojos                                     ;2020/04/21 07:00:00;;0;;1242,24;0246  
Cubas de la Sagra                           ;2020/04/21 07:00:00;8;144,27;22;396,75;0506  
Algete                                      ;2020/04/21 07:00:00;24;108,08;95;427,83;0091  
Mejorada del Campo                          ;2020/04/21 07:00:00;29;118,34;163;665,14;0843  
Loeches                                     ;2020/04/21 07:00:00;;43,28;48;692,54;0758  
Parla                                       ;2020/04/21 07:00:00;87;63,64;641;468,89;1065  
Fuentidueña de Tajo                         ;2020/04/21 07:00:00;;0;16;806,86;0604  
Ambite                                      ;2020/04/21 07:00:00;;200,4;7;1402,81;0112  
Torremocha de Jarama                        ;2020/04/21 07:00:00;;0;8;996,26;1533  
Anchuelo                                    ;2020/04/21 07:00:00;;130,89;7;916,23;0127  
Los Molinos                                 ;2020/04/21 07:00:00;10;249,56;42;1048,17;0875  
Soto del Real                               ;2020/04/21 07:00:00;9;91,87;59;602,29;1441  
Valverde de Alcalá                          ;2020/04/21 07:00:00;;0;6;2255,64;1662  
Fuente el Saz de Jarama                     ;2020/04/21 07:00:00;12;140,52;25;292,74;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/21 07:00:00;;0;;4411,76;0702  
Valdeolmos-Alalpardo                        ;2020/04/21 07:00:00;;73,8;10;369;1625  
Campo Real                                  ;2020/04/21 07:00:00;;33,2;22;365,21;0339  
Valdeavero                                  ;2020/04/21 07:00:00;;0;7;664,77;1564  
Villamanrique de Tajo                       ;2020/04/21 07:00:00;;146,84;;440,53;1739  
Cobeña                                      ;2020/04/21 07:00:00;36;482,77;63;844,84;0416  
Fresnedillas de la Oliva                    ;2020/04/21 07:00:00;;294,12;7;514,71;0565  
Valdilecha                                  ;2020/04/21 07:00:00;6;235,2;16;627,21;1659  
